section,word,meaning,part_of_speech,importance,label,proficiency,memo,example_sentence,example_translation,example_explanation
SECTION #10「場所・領域・範囲」,local,"地域の, 地元の； 地元の人",形容詞/名詞,**,難,,,The local residents opposed the plan.,地元住民はその計画に反対した。,local + 名詞で「地元の～」。SVO構文。
SECTION #10「場所・領域・範囲」,globe,"地球, 地球儀",名詞,**,難,,,The company has offices around the globe.,その会社は世界中にオフィスを持っている。,around the globe「世界中に」。SVO構文。
SECTION #10「場所・領域・範囲」,urban,都市の、都会の,形容詞,**,難,,地元のゲーセン「アーバンスクエア」,Urban areas are becoming more crowded.,都市部はますます混雑してきている。,urban + 名詞で「都市の～」。SVC構文。
SECTION #10「場所・領域・範囲」,rural,田舎の,形容詞,**,普,,,Many young people leave rural areas for the city.,多くの若者が地方から都市へ移る。,rural + 名詞で「田舎の～」。SVO構文。
SECTION #10「場所・領域・範囲」,suburb,郊外,名詞,**,難,,[覚え方]sub + urb(都市),They moved to the suburbs to raise their children.,彼らは子育てのために郊外に引っ越した。,suburb「郊外」。SV構文。to doは目的を表す不定詞の副詞的用法。
SECTION #10「場所・領域・範囲」,border,"境界, 国境",名詞/自動詞/他動詞,**,普,,,The town is close to the border with Canada.,その町はカナダとの国境に近い。,border「国境」。SVC構文。
SECTION #10「場所・領域・範囲」,boundary,境界(線)、限界,名詞,*,難,,,The river forms the boundary between the two countries.,その川が二国間の境界をなしている。,boundary「境界」。SVO構文。
SECTION #10「場所・領域・範囲」,territory,"領土, なわばり",名詞,**,普,,テリトリー,The army defended its territory.,軍は自国の領土を防衛した。,territory「領土」。SVO構文。
SECTION #10「場所・領域・範囲」,invade,"～に侵入する, 侵略する",自動詞/他動詞,**,普,,インベーダーゲーム,The enemy invaded the country.,敵がその国に侵攻した。,invade + 名詞「～に侵攻する」。SVO構文。
SECTION #10「場所・領域・範囲」,intrude,"(～に)侵入する(into, on～)",自動詞,*,難,,,I don't want to intrude on your privacy.,あなたのプライバシーを侵害したくない。,intrude on ～「～を侵害する」。自動詞。SV構文（前置詞句を伴う）。
SECTION #10「場所・領域・範囲」,occupy,"～を占領する, 占める",他動詞,**,難,,オキュパイ(東大芸人),The army occupied the capital city.,軍が首都を占領した。,occupy + 名詞「～を占領する」。SVO構文。
SECTION #10「場所・領域・範囲」,migrate,移動する、移住する,自動詞,**,難,,,Many birds migrate south in winter.,多くの鳥が冬に南へ渡る。,migrate「移住する、渡る」。自動詞。SV構文。
SECTION #10「場所・領域・範囲」,immigrate,移住する,自動詞,**,難,,,His family immigrated to the United States.,彼の家族はアメリカに移住した。,immigrate to ～「～に移住する」。自動詞。SV構文。
SECTION #10「場所・領域・範囲」,emigrate,(国外へ)移住する,自動詞,*,難,,,She emigrated from her country in search of a better life.,彼女はより良い生活を求めて母国から移住した。,emigrate from ～「～から移住する」。自動詞。SV構文。
SECTION #10「場所・領域・範囲」,settle,"定住する； ～を落ち着かせる, 解決する",自動詞/他動詞,**,難,,,They settled in a small town near the coast.,彼らは海岸近くの小さな町に定住した。,settle in ～「～に定住する」。自動詞。SV構文。
SECTION #10「場所・領域・範囲」,frontier,"辺境, 最先端",名詞,*,難,,フロンティア,Space is the final frontier.,宇宙は最後のフロンティアだ。,frontier「開拓地、最前線」。SVC構文。
SECTION #10「場所・領域・範囲」,pioneer,"開拓者, 先駆者； ～を開拓する",名詞/自動詞/他動詞,*,難,,,She was a pioneer in the field of genetics.,彼女は遺伝学の分野の先駆者だった。,pioneer「先駆者」。SVC構文。
SECTION #10「場所・領域・範囲」,explore,～を探索する,自動詞/他動詞,**,難,,エクスプローラー,They explored the jungle for new species.,彼らは新種を求めてジャングルを探検した。,explore + 名詞「～を探検する」。SVO構文。
SECTION #10「場所・領域・範囲」,include,～を含む,他動詞,**,易,,⇔ exclude ～を除外する,The price includes breakfast.,料金には朝食が含まれている。,include + 名詞「～を含む」。SVO構文。
SECTION #10「場所・領域・範囲」,contain,～を含む,他動詞,**,難,,,This drink contains no artificial sweeteners.,この飲料には人工甘味料が含まれていない。,contain + 名詞「～を含む」。SVO構文。
SECTION #10「場所・領域・範囲」,exclude,～を(…から)除外する(from…),他動詞,**,易,,⇔ include ～を含む,The price excludes tax.,その価格は税抜きだ。,exclude + 名詞「～を除外する」。SVO構文。
SECTION #10「場所・領域・範囲」,isolate,～を隔離する,他動詞,**,難,,,The village was isolated by the heavy snow.,その村は大雪で孤立した。,be isolated「孤立する」。受動態。
SECTION #10「場所・領域・範囲」,enclose,"～を囲む, 同封する",他動詞,*,難,,,Please find the documents enclosed.,同封の書類をご確認ください。,enclosed「同封された」。過去分詞の形容詞用法。
SECTION #10「場所・領域・範囲」,disclose,"～を開示する, 暴く",他動詞,*,難,,closeの否定,The company refused to disclose the information.,会社はその情報の開示を拒否した。,disclose + 名詞「～を開示する」。SVO構文。refuse to do。
SECTION #10「場所・領域・範囲」,surround,～を取り囲む,他動詞,**,難,,,The house is surrounded by trees.,その家は木々に囲まれている。,be surrounded by ～「～に囲まれている」。受動態。
SECTION #10「場所・領域・範囲」,install,～を設置する,他動詞,*,難,,インストール,They installed a new air conditioning system.,彼らは新しい空調システムを設置した。,install + 名詞「～を設置する」。SVO構文。
SECTION #10「場所・領域・範囲」,introduce,"～を紹介する, ～を(初めて)導入する",他動詞,**,難,,,Let me introduce myself.,自己紹介させてください。,introduce + 名詞「～を紹介する」。SVO構文。Let me do「～させてください」。
SECTION #10「場所・領域・範囲」,locate,"～(の位置)を突き止める, 見つける, ～を(ある場所に)置く",他動詞,**,難,,,The office is located in the center of the city.,オフィスは市の中心部に位置している。,be located in ～「～に位置している」。受動態。
SECTION #10「場所・領域・範囲」,spot,"場所； ～(の位置)を突き止める, 見つける",名詞/他動詞,**,難,,スポット,She spotted a rare bird in the garden.,彼女は庭で珍しい鳥を見つけた。,spot + 名詞「～を見つける」。SVO構文。
SECTION #10「場所・領域・範囲」,search,"(…を求めて)～の中を探す(for…)； 探求, 探索",自動詞/他動詞/名詞,**,普,,,The police searched the building for evidence.,警察は証拠を求めて建物を捜索した。,search A for B「Bを求めてAを捜索する」。SVO構文。
SECTION #10「場所・領域・範囲」,approach,"～に接近する, 話しかける",自動詞/他動詞/名詞,**,難,,アプローチ,We are approaching the deadline.,締め切りが近づいている。,approach + 名詞「～に近づく」。SVO構文。進行形。
SECTION #10「場所・領域・範囲」,remote,"遠方の； へんぴな, 人里離れた",形容詞,**,普,,リモート,They live in a remote village in the mountains.,彼らは山の中の辺鄙な村に住んでいる。,remote + 名詞で「辺鄙な～」。SV構文。
SECTION #10「場所・領域・範囲」,apart,(～から)離れて(from～),副詞/形容詞,**,難,,[自分的覚え方]実家を離れてアパート暮らし,The two cities are 100 miles apart.,二つの都市は100マイル離れている。,A is ～ apart「Aは～離れている」。SVC構文。
SECTION #10「場所・領域・範囲」,aside,脇に,副詞/名詞,**,難,,,She put her book aside and listened.,彼女は本をわきに置いて聞いた。,put ～ aside「～をわきに置く」。SVO構文。
SECTION #10「場所・領域・範囲」,replace,～にとって代わる； ～を(…と)置き換える(with…),他動詞,**,難,,,We need to replace the old equipment.,古い設備を交換する必要がある。,replace + 名詞「～を交換する」。SVO構文。
SECTION #10「場所・領域・範囲」,site,用地､現場、サイト,名詞,*,難,,,This is the site of the new hospital.,ここが新しい病院の用地だ。,site「用地」。SVC構文。
SECTION #10「場所・領域・範囲」,realm,"領域, 領土, 王国",名詞,*,難,,,This is beyond the realm of possibility.,これは可能性の範囲を超えている。,the realm of ～「～の領域」。SVC構文。
SECTION #10「場所・領域・範囲」,domain,"領域, 領地",名詞,*,難,,,Artificial intelligence is a rapidly growing domain.,人工知能は急速に成長する分野だ。,domain「分野、領域」。SVC構文。
SECTION #10「場所・領域・範囲」,range,範囲,名詞/自動詞,**,易,,,The price ranges from $10 to $50.,価格は10ドルから50ドルの範囲だ。,range from A to B「AからBの範囲にわたる」。自動詞。SV構文。
SECTION #10「場所・領域・範囲」,scope,"(活動などの)範囲, 領域； 機会",名詞,*,難,,スコープ,That is beyond the scope of this study.,それはこの研究の範囲外だ。,the scope of ～「～の範囲」。SVC構文。
SECTION #10「場所・領域・範囲」,category,"範疇, 種類",名詞,*,普,,カテゴリー,The books are arranged by category.,本はカテゴリーごとに整理されている。,category「カテゴリー、分類」。受動態。
SECTION #10「場所・領域・範囲」,genre,（芸術・文学の）ジャンル、酒類,名詞,*,難,,,What genre of music do you like?,どのジャンルの音楽が好きですか。,genre「ジャンル」。疑問文。SVO構文。
SECTION #10「場所・領域・範囲」,margin,余白、余裕、利ざや,名詞,*,普,,マージン,He won the election by a narrow margin.,彼は僅差で選挙に勝った。,by a narrow margin「僅差で」。SVO構文。
SECTION #11「発生・繁栄・衰退・消滅」,emerge,"現れる, 出現する",自動詞,**,難,,,New evidence has emerged.,新しい証拠が出てきた。,emerge「現れる、出てくる」。自動詞。SV構文。
SECTION #11「発生・繁栄・衰退・消滅」,arise,(～から)生じる(from～),自動詞,**,難,,,A problem arose during the meeting.,会議中に問題が生じた。,arise「生じる」。自動詞。SV構文。
SECTION #11「発生・繁栄・衰退・消滅」,stem,(～から)生じる(from～)； 茎,名詞/自動詞,*,難,,,His confidence stems from experience.,彼の自信は経験に由来する。,stem from ～「～に由来する」。自動詞。SV構文（前置詞句を伴う）。
SECTION #11「発生・繁栄・衰退・消滅」,branch,"枝； 支店, 支社, 部門",名詞/自動詞,**,難,,バージョン管理ツールSVNのtrunk(木の幹)とbranch,The company has branches all over the world.,その会社は世界中に支店がある。,branch「支店、枝」。SVO構文。
SECTION #11「発生・繁栄・衰退・消滅」,derive,(～に)由来する(from～)； (…から)～を引き出す(from…),自動詞/他動詞,**,難,,"[似てる単語]deprive
～から(…を)奪う(of…)",This word is derived from Latin.,この単語はラテン語に由来する。,be derived from ～「～に由来する」。受動態。
SECTION #11「発生・繁栄・衰退・消滅」,generate,"～を発生させる, 生み出す",他動詞,**,普,,,Solar panels generate electricity.,ソーラーパネルは電気を生み出す。,generate + 名詞「～を生み出す」。SVO構文。
SECTION #11「発生・繁栄・衰退・消滅」,flourish,繁栄する,自動詞,*,難,,,The arts flourished during the Renaissance.,ルネサンス期に芸術が栄えた。,flourish「栄える」。自動詞。SV構文。
SECTION #11「発生・繁栄・衰退・消滅」,bloom,(花が)咲く； 栄える； 開花,名詞/自動詞,*,難,,,The cherry trees are in full bloom.,桜は満開だ。,be in full bloom「満開である」。SVC構文。
SECTION #11「発生・繁栄・衰退・消滅」,prosper,繁栄する,自動詞,*,難,,(語源)pro「目的」spe「希望」,The business prospered under her leadership.,事業は彼女のリーダーシップの下で繁栄した。,prosper「繁栄する」。自動詞。SV構文。
SECTION #11「発生・繁栄・衰退・消滅」,thrive,繁栄する,自動詞,*,難,,,The company is thriving in the new market.,その会社は新しい市場で順調に成長している。,thrive「繁栄する」。自動詞。SV構文。進行形。
SECTION #11「発生・繁栄・衰退・消滅」,prevail,"普及する, 主流となる",自動詞,**,難,,[自分的覚え方]vail→有効→有効なものが普及、主流となる,Justice will prevail in the end.,最終的に正義は勝つ。,prevail「勝つ、普及する」。自動詞。SV構文。
SECTION #11「発生・繁栄・衰退・消滅」,glory,栄光,名詞,*,難,,,The team won glory for the country.,そのチームは国に栄光をもたらした。,glory「栄光」。SVO構文。
SECTION #11「発生・繁栄・衰退・消滅」,victory,勝利,名詞,**,難,,,They celebrated their victory.,彼らは勝利を祝った。,victory「勝利」。SVO構文。
SECTION #11「発生・繁栄・衰退・消滅」,triumph,"勝利, 大成功； 勝利する",名詞/自動詞,*,難,,,She triumphed over adversity.,彼女は逆境に打ち勝った。,triumph over ～「～に打ち勝つ」。自動詞。SV構文（前置詞句を伴う）。
SECTION #11「発生・繁栄・衰退・消滅」,fame,名声,名詞,**,難,,,She rose to fame as a young actress.,彼女は若い女優として名声を得た。,rise to fame「名声を得る」。SV構文。
SECTION #11「発生・繁栄・衰退・消滅」,prestige,"声, 威信",名詞,*,難,,,The university has great prestige.,その大学は大きな名声がある。,prestige「名声、威信」。SVO構文。
SECTION #11「発生・繁栄・衰退・消滅」,fade,"衰退する, 次第に消える",自動詞,*,普,,,The color of the curtains has faded.,カーテンの色が褪せた。,fade「褪せる、薄れる」。自動詞。SV構文。現在完了形。
SECTION #11「発生・繁栄・衰退・消滅」,decline,衰退する； ～(招待・申し出)を断る,自動詞/他動詞/名詞,**,難,,⇔incline ~したい気持ちにさせる、傾ける,The population has declined sharply.,人口が急激に減少した。,decline「減少する」。自動詞。SV構文。現在完了形。
SECTION #11「発生・繁栄・衰退・消滅」,corrupt,"頽廃した, 腐敗した； ～を堕落させる",形容詞/自動詞/他動詞,*,難,,,Power tends to corrupt people.,権力は人を堕落させる傾向がある。,corrupt + 名詞「～を堕落させる」。SVO構文。tend to do「～する傾向がある」。
SECTION #11「発生・繁栄・衰退・消滅」,decay,"腐る, 腐敗する； 腐敗, 衰退",自動詞/名詞,*,難,,,The old building had started to decay.,その古い建物は朽ち始めていた。,decay「朽ちる、腐る」。自動詞。SV構文。過去完了進行。
SECTION #11「発生・繁栄・衰退・消滅」,rot,"腐る, 腐敗する",自動詞/名詞,*,難,,,The fruit rotted in the sun.,果物が日差しの中で腐った。,rot「腐る」。自動詞。SV構文。
SECTION #11「発生・繁栄・衰退・消滅」,bribe,賄賂,名詞/他動詞,*,難,,,He was arrested for bribing a government official.,彼は政府高官に賄賂を贈った罪で逮捕された。,bribe + 名詞「～に賄賂を贈る」。動名詞。受動態。
SECTION #11「発生・繁栄・衰退・消滅」,fraud,詐欺、不正行為,名詞,*,難,,,He was convicted of fraud.,彼は詐欺で有罪判決を受けた。,fraud「詐欺」。受動態。be convicted of ～「～で有罪判決を受ける」。
SECTION #11「発生・繁栄・衰退・消滅」,perish,"消滅する, 死ぬ",自動詞,*,難,,,Many people perished in the disaster.,多くの人がその災害で亡くなった。,perish「亡くなる」。自動詞。SV構文。
SECTION #11「発生・繁栄・衰退・消滅」,vanish,"消滅する, 消える",自動詞,*,難,,,The ship vanished without a trace.,その船は跡形もなく消えた。,vanish「消える」。自動詞。SV構文。without a trace「跡形もなく」。
SECTION #11「発生・繁栄・衰退・消滅」,ruin,"破壊, 廃墟； ～を破壊させる, 台無しにする",名詞/他動詞,**,難,,,The storm ruined the crops.,嵐が作物を台なしにした。,ruin + 名詞「～を台なしにする」。SVO構文。
SECTION #11「発生・繁栄・衰退・消滅」,collapse,"崩壊する, 崩れる",自動詞/名詞,*,難,,,The bridge collapsed during the earthquake.,地震で橋が崩壊した。,collapse「崩壊する」。自動詞。SV構文。
SECTION #11「発生・繁栄・衰退・消滅」,extinguish,～(火)を消す； を絶滅させる,他動詞,*,難,,,The firefighters extinguished the fire.,消防士たちは火を消した。,extinguish + 名詞「～を消す」。SVO構文。
SECTION #11「発生・繁栄・衰退・消滅」,catastrophe,"破滅, 大惨事",名詞,*,難,,カタストロフィ,The oil spill was an environmental catastrophe.,その油流出は環境上の大惨事だった。,catastrophe「大惨事」。SVC構文。
SECTION #11「発生・繁栄・衰退・消滅」,survive,～を生き残る,自動詞/他動詞,**,普,,,Only a few people survived the crash.,その墜落事故を生き延びた人はわずかだった。,survive + 名詞「～を生き延びる」。SVO構文。
SECTION #12「多義語」,regard,"～を(…と)みなす(as…), ～を尊重する, に敬意を払う； 尊敬, 敬意, 点",他動詞/名詞,**,難,,,I regard him as a good friend.,私は彼を良い友人だと見なしている。,regard A as B「AをBと見なす」。SVOC構文。
SECTION #12「多義語」,account,"説明, 報告, 口座, 勘定, 重要性； (～[理由]を)説明する(for～)； (～[割合]を)占める(for～)",名詞/自動詞,**,難,,,Bad weather accounted for the delay.,悪天候が遅延の原因だった。,account for ～「～の原因となる、説明する」。自動詞。SV構文。
SECTION #12「多義語」,concern,"～に関係する, ～を心配させる； 関係, 心配, 懸念, 関心",他動詞/名詞,**,難,,"「事業･会社･財閥」という意味も持つ
継続企業の原則　going concern
[自分的覚え方]企業が継続するかどうか心配させる･懸念する･関心を持つ。",This issue concerns all of us.,この問題は我々全員に関係する。,concern + 名詞「～に関係する」。SVO構文。
SECTION #12「多義語」,anxious,"(～を)心配している(about～), (～を)切望している(for～, to do)",形容詞,**,難,,,She is anxious about the exam results.,彼女は試験結果を心配している。,be anxious about ～「～を心配している」。SVC構文。
SECTION #12「多義語」,attend,"～に出席する； (～を)注意して聞く(to～), (～に)付き添う, 看護する(on～)",自動詞/他動詞,**,難,,,More than 500 people attended the conference.,500人以上がその会議に出席した。,attend + 名詞「～に出席する」。SVO構文。
SECTION #12「多義語」,apply,"～を(…に)適用する, 応用する(to…)； (～に)応募する, 志願する(for～)",自動詞/他動詞,**,難,,,She applied for a job at the company.,彼女はその会社に求職の応募をした。,apply for ～「～に応募する」。自動詞。SV構文（前置詞句を伴う）。
SECTION #12「多義語」,reflect,"～を反射する, 反映する； (～を)熟考する(on～)",自動詞/他動詞,**,難,,リフレクト,The lake reflected the surrounding mountains.,湖が周囲の山々を映し出していた。,reflect + 名詞「～を映す」。SVO構文。
SECTION #12「多義語」,wait,"(～を)待つ(for～), (～に)仕える, 給仕する(on[upon]～)",自動詞/名詞,**,難,,,I have been waiting for you for an hour.,1時間あなたを待っていました。,wait for ～「～を待つ」。自動詞。現在完了進行形。
SECTION #12「多義語」,due,"しかるべき, 正当な, (提出・支払い)期限の, 到着予定の",形容詞/名詞,**,難,,,The report is due next Monday.,レポートの期限は来週の月曜日だ。,be due「期限である」。SVC構文。
SECTION #12「多義語」,odd,"奇妙な, 半端な, 奇数の",形容詞,**,難,,⇔even　偶数の,It's odd that he didn't come.,彼が来なかったのは奇妙だ。,It's odd that節「～は奇妙だ」。形式主語のIt。
SECTION #12「多義語」,odds,"見込み, 勝算",名詞,*,難,,オッズ,The odds are against us.,形勢は我々に不利だ。,the odds are against ～「形勢が～に不利だ」。SVC構文。
SECTION #12「多義語」,issue,"(争点となる)問題, (雑誌などの)号； ～を発行する, 発布する",名詞/自動詞/他動詞,**,難,,イシュー,We need to address this issue.,この問題に対処する必要がある。,issue「問題」。SVO構文。address + 名詞「～に対処する」。
SECTION #12「多義語」,term,"用語, 期間, 関係, 折り合い",名詞/他動詞,**,難,,ターム,He served two terms as president.,彼は大統領を2期務めた。,term「任期」。SVO構文。serve ～ terms「～期務める」。
SECTION #12「多義語」,figure,"姿, 形, 図, 人物, 数字； 考える",名詞/自動詞/他動詞,**,難,,フィギュア,I couldn't figure out the answer.,答えがわからなかった。,figure out「～を理解する」。SVO構文。
SECTION #12「多義語」,state,"州, 国家, (一時的な)状態； ～を述べる",名詞/他動詞/形容詞,**,難,,,He stated that he was innocent.,彼は無実だと述べた。,state that節「～と述べる」。SVO構文（that節が目的語）。
SECTION #12「多義語」,bear,"～を住む, ～に耐える",他動詞/名詞,**,難,,,I can't bear the pain any longer.,もうこれ以上痛みに耐えられない。,bear + 名詞「～に耐える」。SVO構文。
SECTION #12「多義語」,case,"場合, 事件, 訴訟(the), 実情, 事実, 本当, (病気の)症例",名詞,**,難,,,"In any case, we need to act now.",いずれにせよ、今行動する必要がある。,in any case「いずれにせよ」。副詞句。
SECTION #12「多義語」,mean,"～を意味する, ～しようと(意図)する； [形]卑劣な, 意地悪な",他動詞/形容詞,**,難,,,What do you mean by that?,それはどういう意味ですか。,mean + 名詞「～を意味する」。SVO構文。疑問文。
SECTION #12「多義語」,means,"手段, 方法, 財産",名詞,**,難,,,We should try every means possible.,あらゆる可能な手段を試すべきだ。,means「手段」。SVO構文。
SECTION #12「多義語」,represent,"～を代表する, ～を象徴する, ～を表す",他動詞,**,難,,,This flag represents our country.,この旗は我々の国を表している。,represent + 名詞「～を表す」。SVO構文。
SECTION #12「多義語」,assume,"～を想定する, 思いこむ, ～(責任, 任務)を引き受ける",他動詞,**,難,,,I assume that he will come.,彼は来ると思う。,assume that節「～と思う、仮定する」。SVO構文（that節が目的語）。
SECTION #12「多義語」,possess,"～を所有する, ～に取り憑く",他動詞,**,難,,ポゼッション,She possesses a remarkable talent.,彼女は素晴らしい才能を持っている。,possess + 名詞「～を所有する」。SVO構文。
SECTION #12「多義語」,observe,"～を観察する, ～(法・規則)を守る",自動詞/他動詞,**,難,,(ビジネス用語)会議等に参加する第三者をオブザーバー(傍観者)と呼ぶ,Scientists observed the behavior of the animals.,科学者たちは動物の行動を観察した。,observe + 名詞「～を観察する」。SVO構文。
SECTION #12「多義語」,swallow,飲み込む、鵜呑みにする、信じる； ツバメ,自動詞/他動詞/名詞,**,難,,"[自分的覚え方]sw-allow→allow→許す→許して飲み込む、鵜呑みにする、信じる。
食べ物を飲み込むイメージ→ツバメ",The child swallowed the medicine.,その子供は薬を飲み込んだ。,swallow + 名詞「～を飲み込む」。SVO構文。
SECTION #12「多義語」,company,"会社, 一緒にいること, 仲間",名詞,**,難,,,She works for a large company.,彼女は大企業に勤めている。,company「会社」。SV構文。work for ～「～に勤める」。
SECTION #13「基本単語の確認」,firm,"固い, 確固たる； 会社, 企業",名詞/形容詞/他動詞,**,難,,,He works for a law firm.,彼は法律事務所に勤めている。,firm「事務所、会社」。SV構文。
SECTION #13「基本単語の確認」,enter,～に入る,自動詞/他動詞,**,普,,エンター,She entered the room quietly.,彼女は静かに部屋に入った。,enter + 名詞「～に入る」。SVO構文。
SECTION #13「基本単語の確認」,receive,～を受け取る,他動詞,**,普,,レシーブ,I received a letter from her.,彼女から手紙を受け取った。,receive + 名詞「～を受け取る」。SVO構文。
SECTION #13「基本単語の確認」,accept,～を受け入れる,自動詞/他動詞,**,普,,,She accepted the job offer.,彼女はその仕事のオファーを受け入れた。,accept + 名詞「～を受け入れる」。SVO構文。
SECTION #13「基本単語の確認」,refuse,～を拒否する； ～しようとしない(to do),自動詞/他動詞/名詞,**,難,,,He refused to answer the question.,彼はその質問に答えることを拒否した。,refuse to do「～することを拒否する」。SVO構文（不定詞が目的語）。
SECTION #13「基本単語の確認」,reject,"～を拒絶する, はねつける",他動詞/名詞,**,難,,,The committee rejected the proposal.,委員会はその提案を却下した。,reject + 名詞「～を却下する」。SVO構文。
SECTION #13「基本単語の確認」,deny,～を否定する,他動詞,**,難,,,He denied the accusation.,彼はその告発を否定した。,deny + 名詞「～を否定する」。SVO構文。
SECTION #13「基本単語の確認」,appear,"現れる, のように見える",自動詞,**,難,,,He appeared to be tired.,彼は疲れているように見えた。,appear to be ～「～であるように見える」。SVC構文。
SECTION #13「基本単語の確認」,exist,"存在する, 生存する",自動詞,**,普,,,Do aliens really exist?,宇宙人は本当に存在するのか。,exist「存在する」。自動詞。SV構文。疑問文。
SECTION #13「基本単語の確認」,expect,～を予想する； 期待する,自動詞/他動詞,**,難,,,I expect him to arrive by noon.,彼は正午までに到着すると思う。,expect + 人 + to do「人が～すると予期する」。SVOC構文。
SECTION #13「基本単語の確認」,except,"～を除いて, 以外は",前置詞/接続詞,**,難,,,Everyone passed the exam except Tom.,トム以外は全員試験に合格した。,except + 名詞「～を除いて」。前置詞。
SECTION #13「基本単語の確認」,improve,"～を改良する, 改善する； 改善する, 良くなる",自動詞/他動詞,**,難,,,Her English has improved a lot.,彼女の英語はかなり上達した。,improve「上達する」。自動詞。SV構文。現在完了形。
SECTION #13「基本単語の確認」,solve,"～を解く, 解決する",他動詞,**,難,,,We need to solve this problem.,この問題を解決する必要がある。,solve + 名詞「～を解決する」。SVO構文。
SECTION #13「基本単語の確認」,suppose,(…だと)思う(that…)； ～を想定する,他動詞,**,難,,,I suppose you are right.,あなたが正しいと思います。,suppose (that)節「～と思う」。SVO構文（that節が目的語）。
SECTION #13「基本単語の確認」,suggest,～を提案する； (…ということを)暗に示す(that…),他動詞,**,普,,サジェスト,She suggested that we take a break.,彼女は休憩しようと提案した。,suggest that S + V（仮定法現在）「～を提案する」。SVO構文。
SECTION #13「基本単語の確認」,propose,～を提案する,自動詞/他動詞,**,普,,プロポーズ,He proposed a new plan.,彼は新しい計画を提案した。,propose + 名詞「～を提案する」。SVO構文。
SECTION #13「基本単語の確認」,pretend,(～する)ふりをする(to do),自動詞/他動詞,**,難,,「髭ダン」pretender プリテンダー,She pretended to be asleep.,彼女は眠っているふりをした。,pretend to do「～するふりをする」。SVO構文（不定詞が目的語）。
SECTION #13「基本単語の確認」,doubt,疑い、～を疑う,名詞/他動詞,**,易,,ダウト,I doubt whether he will come.,彼が来るかどうか疑わしい。,doubt whether節「～かどうか疑う」。SVO構文（whether節が目的語）。
SECTION #13「基本単語の確認」,belong,"(～に)属する, (～の)所有である(to～)",自動詞,**,難,,,This book belongs to me.,この本は私のものです。,belong to ～「～に属する」。自動詞。SV構文（前置詞句を伴う）。
SECTION #13「基本単語の確認」,fail,"(～に)失敗する(in～)； (～)しない, できない(to do)",自動詞/他動詞,**,難,,,He failed to meet the deadline.,彼は期限に間に合わなかった。,fail to do「～できない」。SV構文（不定詞を伴う）。
SECTION #13「基本単語の確認」,enable,～に(…するのを)可能にさせる(to do),他動詞,**,難,,,Technology enables us to communicate easily.,技術のおかげで我々は簡単に意思疎通できる。,enable + 人 + to do「人が～するのを可能にする」。SVOC構文。
SECTION #13「基本単語の確認」,prefer,～をより好む,他動詞,**,難,,,I prefer tea to coffee.,私はコーヒーよりも紅茶のほうが好きだ。,prefer A to B「BよりAのほうを好む」。SVO構文。
SECTION #13「基本単語の確認」,marry,～と結婚する,自動詞/他動詞,**,易,,,She married her college sweetheart.,彼女は大学時代の恋人と結婚した。,marry + 名詞「～と結婚する」。SVO構文。前置詞withは不要。
SECTION #13「基本単語の確認」,regret,～を後悔する,他動詞/名詞,**,難,,,I regret not studying harder.,もっと勉強しなかったことを後悔している。,regret doing「～したことを後悔する」。SVO構文（動名詞が目的語）。
SECTION #13「基本単語の確認」,satisfy,～を満足させる,他動詞,**,難,,,The results satisfied everyone.,その結果は全員を満足させた。,satisfy + 名詞「～を満足させる」。SVO構文。
SECTION #13「基本単語の確認」,disappoint,～をがっかりさせる,他動詞,**,難,,,The movie disappointed the audience.,その映画は観客を失望させた。,disappoint + 名詞「～を失望させる」。SVO構文。
SECTION #13「基本単語の確認」,bore,～を退屈させる,他動詞/名詞,**,難,,boring 退屈な,The long lecture bored the students.,長い講義が学生を退屈させた。,bore + 名詞「～を退屈させる」。SVO構文。
SECTION #13「基本単語の確認」,amaze,～をびっくりさせる,他動詞,**,普,,アメージング,His talent amazed everyone.,彼の才能は全員を驚かせた。,amaze + 名詞「～を驚かせる」。SVO構文。
SECTION #13「基本単語の確認」,astonish,～をびっくりさせる,他動詞,**,難,,,The news astonished us all.,そのニュースは私たち全員を驚愕させた。,astonish + 名詞「～を驚愕させる」。SVO構文。
SECTION #13「基本単語の確認」,frighten,"～を怖がらせる, おびえさせる",他動詞,**,難,,,The loud noise frightened the children.,大きな音が子供たちを怖がらせた。,frighten + 名詞「～を怖がらせる」。SVO構文。
SECTION #13「基本単語の確認」,scare,～を怖がらせる,自動詞/他動詞/名詞,**,難,,,The horror movie scared me.,そのホラー映画に私は怖くなった。,scare + 名詞「～を怖がらせる」。SVO構文。
SECTION #13「基本単語の確認」,cause,原因； ～を引き起こす,名詞/他動詞,**,難,,,Smoking can cause lung cancer.,喫煙は肺がんを引き起こしうる。,cause + 名詞「～を引き起こす」。SVO構文。can「～しうる」。
SECTION #13「基本単語の確認」,factor,"要因, 要素",名詞,**,難,,,Cost is an important factor in the decision.,コストはその決定における重要な要因だ。,factor「要因」。SVC構文。
SECTION #13「基本単語の確認」,result,結果； 結果として生ずる,名詞/自動詞,**,難,,,His failure resulted from lack of preparation.,彼の失敗は準備不足に起因した。,result from ～「～に起因する」。自動詞。SV構文（前置詞句を伴う）。
